TIMESTAMP	DIRECTION	DATA
09:58:48	<<		84F110420D0006DA
09:58:48	>>		020E00
09:58:48	<<		84F110420E00AB80
09:58:48	>>		020F00
09:58:48	<<		84F110420F004E24
09:58:48	>>		021000
09:58:48	<<		85F1104210000105DE
09:58:48	>>		03
09:58:49	<<		87F1104305040441000019
09:58:49	>>		021100
09:58:49	<<		84F11042110021F9
09:58:49	>>		020201
09:58:49	<<		NO DATA
09:58:54	>>		0100
09:58:54	<<		86F1104100BE1FB8116E
09:58:59	>>		0100
09:59:00	<<		86F1104100BE1FB8116E
09:59:05	>>		0100
09:59:05	<<		86F1104100BE1FB8116E
09:59:06	>>		020201
09:59:07	<<		NO DATA
09:59:12	>>		0100
09:59:12	<<		86F1104100BE1FB8116E
09:59:12	>>		07
09:59:12	<<		87F110470504044100001D
09:59:17	>>		0100
09:59:17	<<		86F1104100BE1FB8116E
09:59:22	>>		020201
09:59:22	<<		NO DATA
09:59:23	>>		0A
09:59:23	<<		83F1107F0A111E
09:59:25	>>		020200
09:59:25	<<		85F1104202000504D3
09:59:25	>>		020300
09:59:25	<<		85F1104203000101CD
09:59:25	>>		020400
09:59:25	<<		84F1104204004C17
09:59:25	>>		020500
09:59:26	<<		84F1104205007945
09:59:26	>>		020600
09:59:26	<<		84F110420600804D
09:59:26	>>		020700
09:59:26	<<		84F1104207008755
09:59:26	>>		020C00
09:59:26	<<		85F110420C000F2A0D
09:59:26	>>		020D00
09:59:27	<<		84F110420D0006DA
09:59:27	>>		020E00
09:59:27	<<		84F110420E00AB80
09:59:27	>>		020F00
09:59:27	<<		84F110420F004E24
09:59:27	>>		021000
09:59:27	<<		85F1104210000105DE
09:59:27	>>		021100
09:59:27	<<		84F11042110021F9
09:59:27	>>		020201
09:59:28	<<		NO DATA
09:59:33	>>		0100
09:59:33	<<		86F1104100BE1FB8116E
09:59:38	>>		0100
09:59:38	<<		86F1104100BE1FB8116E
09:59:43	>>		0100
09:59:44	<<		86F1104100BE1FB8116E
09:59:49	>>		0100
09:59:49	<<		86F1104100BE1FB8116E
09:59:54	>>		0100
09:59:54	<<		86F1104100BE1FB8116E
09:59:59	>>		0100
09:59:59	<<		86F1104100BE1FB8116E
10:00:03	>>		020201
10:00:04	<<		NO DATA
10:00:09	>>		0100
10:00:09	<<		86F1104100BE1FB8116E
10:00:09	>>		07
10:00:09	<<		87F110470504044100001D
10:00:10	>>		0A
10:00:10	<<		83F1107F0A111E
10:00:11	>>		07
10:00:11	<<		87F110470504044100001D
10:00:16	>>		0100
10:00:16	<<		86F1104100BE1FB8116E
10:00:21	>>		0100
10:00:22	<<		86F1104100BE1FB8116E
10:00:25	>>		020201
10:00:26	<<		NO DATA
10:00:30	>>		0A
10:00:30	<<		83F1107F0A111E
10:00:31	>>		020200
10:00:31	<<		85F1104202000504D3
10:00:31	>>		020300
10:00:31	<<		85F1104203000101CD
10:00:31	>>		020400
10:00:31	<<		84F1104204004C17
10:00:32	>>		020500
10:00:32	<<		84F1104205007945
10:00:32	>>		020600
10:00:32	<<		84F110420600804D
10:00:32	>>		020700
10:00:32	<<		84F1104207008755
10:00:32	>>		020C00
10:00:32	<<		85F110420C000F2A0D
10:00:32	>>		020D00
10:00:33	<<		84F110420D0006DA
10:00:33	>>		020E00
10:00:33	<<		84F110420E00AB80
10:00:33	>>		020F00
10:00:33	<<		84F110420F004E24
10:00:33	>>		021000
10:00:33	<<		85F1104210000105DE
10:00:33	>>		021100
10:00:33	<<		84F11042110021F9
10:00:34	>>		020201
10:00:34	<<		NO DATA
10:00:37	>>		03
10:00:37	<<		87F1104305040441000019
10:00:39	>>		0101
10:00:39	<<		86F110410182076100B3
10:00:44	>>		0100
10:00:44	<<		86F1104100BE1FB8116E
10:00:49	>>		0100
10:00:49	<<		86F11041FE8B<DATA ERROR
10:00:54	>>		0101
10:00:54	<<		86F110410182076100B3
10:00:59	>>		0100
10:00:59	<<		86F1104100BE1FB8116E
10:01:04	>>		0100
10:01:04	<<		86F1104100BE1FB8116E
10:01:09	>>		0100
10:01:10	<<		86F1104100BE1FB8116E
10:01:15	>>		0100
10:01:15	<<		86F1104100BE1FB8116E
10:01:20	>>		0100
10:01:20	<<		86F1104100BE1FB8116E
10:01:20	>>		0101
10:01:20	<<		86F110410182076100B3
10:01:20	>>		050101
10:01:21	<<		84F1104501015A26
10:01:21	>>		050201
10:01:21	<<		84F1104502015A27
10:01:21	>>		050701
10:01:21	<<		86F110450701000000D4
10:01:21	>>		050801
10:01:21	<<		86F110450801BC00D869
10:01:21	>>		050901
10:01:22	<<		86F1104509010C0019FB
10:01:22	>>		050102
10:01:22	<<		84F110450102824F
10:01:22	>>		050202
10:01:22	<<		84F1104502028250
10:01:22	>>		050702
10:01:22	<<		86F110450702000000D5
10:01:22	>>		050802
10:01:22	<<		86F110450802C000D86E
10:01:28	>>		0100
10:01:28	<<		86F1104100BE1FB8116E
10:01:33	>>		0100
10:01:33	<<		86F1104100BE1FB8116E
10:01:38	>>		0100
10:01:38	<<		86F1104100BE1FB8116E
10:01:42	>>		050101
10:01:42	<<		84F1104501015A26
10:01:42	>>		050201
10:01:43	<<		84F1104502015A27
10:01:43	>>		050701
10:01:43	<<		86F110450701000000D4
10:01:43	>>		050801
10:01:43	<<		86F110450801BC00D869
10:01:43	>>		050901
10:01:43	<<		86F1104509010C0019FB
10:01:48	>>		0100
10:01:48	<<		86F1104100BE1FB8116E
10:01:49	>>		0601
10:01:49	<<		87F1104601210022008092
10:01:54	>>		0100
10:01:55	<<		86F1104100BE1FB8116E
10:02:00	>>		0100
10:02:00	<<		86F1104100BE1FB8116E
10:02:05	>>		0100
10:02:05	<<		86F1104100BE1FB8116E
10:02:10	>>		0100
10:02:10	<<		86F1FFC8FB<DATA ERROR
10:02:15	>>		0100
10:02:16	<<		86F1104100BE1FB8116E
10:02:21	>>		0100
10:02:21	<<		86F1104100BE1FB8116E
10:02:23	>>		0104
10:02:23	<<		83F110410400C9
10:02:26	>>		03
10:02:26	<<		87F1104305040441000019
10:02:26	>>		07
10:02:27	<<		87F110470504044100001D
10:02:27	>>		0101
10:02:27	<<		86F110410182076100B3
10:02:27	>>		020200
10:02:27	<<		85F1104202000504D3
10:02:30	>>		03
10:02:31	<<		87F1104305040441000019
10:02:36	>>		0100
10:02:36	<<		86F1104100BE1FB8116E
10:02:41	>>		0100
10:02:41	<<		86F1104100BE1FB8116E
10:02:46	>>		0100
10:02:46	<<		86F1104100BE1FB8116E
10:02:51	>>		0100
10:02:52	<<		86F1104100BE1FB8116E
10:02:57	>>		0100
10:02:57	<<		86F1104100BE1FB8116E
10:03:02	>>		0100
10:03:02	<<		86F1104100BE1FB8FF<DATA ERROR
10:03:07	>>		0100
10:03:07	<<		86F1104100BE1FB8116E
10:03:12	>>		0100
10:03:13	<<		86F1104100BE1FB8116E
10:03:18	>>		0100
10:03:18	<<		86F1104100BE1FB8116E
10:03:23	>>		0100
10:03:23	<<		86F1104100BE1FB8116E
10:03:28	>>		0100
10:03:29	<<		86F1104100BE1FB8116E
10:03:34	>>		0100
10:03:34	<<		86F1104100BE1FB8116E
10:03:39	>>		0100
10:03:39	<<		86F1104100BE1FB8116E
10:03:44	>>		0100
10:03:44	<<		86F1104100BE1FB8116E
10:03:49	>>		0100
10:03:50	<<		86F1104100BE1FB8116E
10:03:51	>>		04
10:03:52	<<		83F1107F04787F83F1107F04787F83F1107F04787F83F1107F04787F83F1107F04787F83F1107F04787F83F1107F04787F83F1107F04787F83F1107F04787F83F1107F04787F83F1107F04787F83F1107F04787F83F1107F04787F83F1107F04787F83F1107F04787F83F1107F04787F83F1107F04787F83F1107F04787F83F1107F04787F83F1107F04787F83F1107F04787F83F1107F04787F83F1107F04787F83F1107F04787F83F1107F04787F83F1107F04787F83F1107F04787F81F11044C6
10:03:52	>>		03
10:03:53	<<		87F11043000000000000CB
10:03:54	>>		07
10:03:54	<<		87F11047000000000000CF
10:03:57	>>		0A
10:03:57	<<		83F1107F0A111E
10:03:58	>>		020200
10:03:58	<<		85F1104202000000CA
10:04:03	>>		020200
10:04:03	<<		85F1104202000000CA
10:04:08	>>		0100
10:04:09	<<		NO DATA
10:04:14	>>		0100
10:04:14	<<		NO DATA
10:04:19	>>		0100
10:04:20	<<		NO DATA
10:04:25	>>		0100
10:04:25	<<		NO DATA
10:04:30	>>		0100
10:04:31	<<		NO DATA
10:04:36	>>		0100
10:04:36	<<		NO DATA
10:04:41	>>		0100
10:04:42	<<		NO DATA
10:04:47	>>		0100
10:04:47	<<		NO DATA
10:04:52	>>		0100
10:04:52	<<		NO DATA
10:04:58	>>		0100
10:04:58	<<		NO DATA
10:05:03	>>		0100
10:05:03	<<		NO DATA
10:05:08	>>		0100
10:05:09	<<		NO DATA
10:05:14	>>		0100
10:05:14	<<		NO DATA
10:05:19	>>		0100
10:05:20	<<		NO DATA
10:05:25	>>		0100
10:05:25	<<		NO DATA
10:05:30	>>		0100
10:05:31	<<		NO DATA
10:05:36	>>		0100
10:05:36	<<		NO DATA
10:05:41	>>		0100
10:05:42	<<		NO DATA
10:05:47	>>		0100
10:05:47	<<		NO DATA
10:05:52	>>		0100
10:05:53	<<		NO DATA
10:05:58	>>		0100
10:05:58	<<		NO DATA
10:06:03	>>		0100
10:06:04	<<		NO DATA
10:06:09	>>		0100
10:06:09	<<		NO DATA
10:06:14	>>		0100
10:06:15	<<		NO DATA
10:06:20	>>		0100
10:06:20	<<		NO DATA
10:06:25	>>		0100
10:06:26	<<		NO DATA
10:06:31	>>		0100
10:06:31	<<		NO DATA
10:06:34	>>		07
10:06:35	<<		NO DATA
10:06:40	>>		0100
10:06:40	<<		NO DATA
10:06:45	>>		0100
10:06:46	<<		NO DATA
10:06:51	>>		0100
10:06:51	<<		NO DATA
10:06:56	>>		0100
10:06:57	<<		NO DATA
10:07:02	>>		0100
10:07:02	<<		NO DATA
10:07:07	>>		0100
10:07:08	<<		NO DATA
10:07:10	>>		03
10:07:10	<<		NO DATA
10:07:10	>>		07
10:07:11	<<		NO DATA
10:07:11	>>		0101
10:07:11	<<		NO DATA
10:07:11	>>		020200
10:07:11	<<		NO DATA
10:07:16	>>		0100
10:07:17	<<		NO DATA
10:07:22	>>		0100
10:07:22	<<		NO DATA
10:07:23	>>		07
10:07:23	<<		NO DATA
10:07:24	>>		03
10:07:25	<<		NO DATA
10:07:30	>>		0100
10:07:30	<<		NO DATA
10:07:35	>>		0100
10:07:36	<<		NO DATA
10:07:41	>>		0100
10:07:41	<<		NO DATA
10:07:46	>>		0100
10:07:47	<<		NO DATA
10:07:52	>>		0100
10:07:52	<<		NO DATA
10:07:57	>>		0100
10:07:58	<<		NO DATA
10:08:03	>>		0100
10:08:03	<<		NO DATA
10:08:08	>>		0100
10:08:09	<<		NO DATA
10:08:14	>>		0100
10:08:19	<<		NO DATA
10:08:19	>>		0100
10:08:20	<<		NO DATA
10:08:25	>>		0100
10:08:30	<<		NO DATA
10:08:30	>>		0100
10:08:31	<<		NO DATA
10:08:36	>>		0100
10:08:36	<<		NO DATA
10:08:41	>>		0100
10:08:42	<<		NO DATA
10:08:47	>>		0100
10:08:47	<<		NO DATA
10:08:52	>>		0100
10:08:53	<<		NO DATA
10:08:58	>>		0100
10:08:58	<<		NO DATA
10:09:03	>>		0100
10:09:04	<<		NO DATA
10:09:09	>>		0100
10:09:09	<<		NO DATA
10:09:14	>>		0100
10:09:15	<<		NO DATA
10:09:20	>>		0100
10:09:20	<<		NO DATA
10:09:21	>>		03
10:09:22	<<		NO DATA
10:09:27	>>		0100
10:09:27	<<		NO DATA
10:09:30	>>		03
10:09:31	<<		NO DATA
10:09:31	>>		07
10:09:31	<<		NO DATA
10:09:31	>>		0101
10:09:32	<<		NO DATA
10:09:32	>>		020200
10:09:32	<<		NO DATA
10:09:37	>>		0100
10:09:38	<<		NO DATA
10:09:43	>>		0100
10:09:43	<<		NO DATA
10:09:48	>>		0100
10:09:48	<<		NO DATA
10:09:54	>>		0100
10:09:54	<<		NO DATA
10:09:55	>>		03
10:09:56	<<		NO DATA
10:10:01	>>		0100
10:10:01	<<		NO DATA
10:10:06	>>		0100
10:10:07	<<		NO DATA
10:10:10	>>		07
10:10:11	<<		NO DATA
10:10:16	>>		0100
10:10:16	<<		NO DATA
10:10:18	>>		0A
10:10:19	<<		NO DATA
10:10:19	>>		020200
10:10:20	<<		NO DATA
10:10:25	>>		0100
10:10:30	<<		NO DATA
10:10:30	>>		0100
10:10:31	<<		NO DATA
10:10:33	>>		020200
10:10:33	<<		NO DATA
10:10:36	>>		0104
10:10:36	<<		NO DATA
10:10:36	>>		0105
10:10:37	<<		NO DATA
10:10:37	>>		0106
10:10:37	<<		NO DATA
10:10:37	>>		0107
10:10:38	<<		NO DATA
10:10:38	>>		010C
10:10:38	<<		NO DATA
10:10:38	>>		0101
10:10:38	<<		NO DATA
10:10:38	>>		010D
10:10:39	<<		NO DATA
10:10:39	>>		03
10:10:39	<<		NO DATA
10:10:39	>>		010E
10:10:40	<<		NO DATA
10:10:40	>>		07
10:10:40	<<		NO DATA
10:10:40	>>		010F
10:10:41	<<		NO DATA
10:10:41	>>		0101
10:10:41	<<		NO DATA
10:10:41	>>		0110
10:10:41	<<		NO DATA
10:10:41	>>		020200
10:10:42	<<		NO DATA
10:10:42	>>		0111
10:10:42	<<		NO DATA
10:10:42	>>		020200
10:10:43	<<		NO DATA
10:10:43	>>		0114
10:10:43	<<		NO DATA
10:10:43	>>		03
10:10:44	<<		NO DATA
10:10:44	>>		0115
10:10:44	<<		NO DATA
10:10:44	>>		0110
10:10:44	<<		NO DATA
10:10:44	>>		010D
10:10:45	<<		NO DATA
10:10:45	>>		0104
10:10:45	<<		NO DATA
10:10:45	>>		0105
10:10:46	<<		NO DATA
10:10:46	>>		0106
10:10:46	<<		NO DATA
10:10:46	>>		0107
10:10:47	<<		NO DATA
10:10:47	>>		010C
10:10:47	<<		NO DATA
10:10:47	>>		010D
10:10:47	<<		NO DATA
10:10:47	>>		010E
10:10:48	<<		NO DATA
10:10:48	>>		010F
10:10:48	<<		NO DATA
10:10:48	>>		0110
10:10:49	<<		NO DATA
10:10:49	>>		0111
10:10:49	<<		NO DATA
10:10:49	>>		0114
10:10:50	<<		NO DATA
10:10:50	>>		0115
10:10:50	<<		NO DATA
10:10:50	>>		0110
10:10:50	<<		NO DATA
10:10:50	>>		010D
10:10:51	<<		NO DATA
10:10:51	>>		ATRV
10:10:51	<<		11.9V
10:10:51	>>		010D
10:10:52	<<		NO DATA
10:10:52	>>		010C
10:10:52	<<		NO DATA
10:10:52	>>		010D
10:10:52	<<		NO DATA
10:10:57	>>		0100
10:10:58	<<		NO DATA
10:11:03	>>		0100
10:11:03	<<		NO DATA
10:11:08	>>		0100
10:11:09	<<		NO DATA
10:11:14	>>		0100
10:11:14	<<		NO DATA
10:11:19	>>		0100
10:11:25	<<		NO DATA
10:11:25	>>		0100
10:11:25	<<		NO DATA
10:11:30	>>		0100
10:11:36	<<		NO DATA
10:11:36	>>		0100
10:11:36	<<		NO DATA
10:11:41	>>		0100
10:11:42	<<		NO DATA
10:11:43	>>		0104
10:11:44	<<		NO DATA
10:11:44	>>		0105
10:11:44	<<		NO DATA
10:11:44	>>		0106
10:11:44	<<		NO DATA
10:11:44	>>		0107
10:11:45	<<		NO DATA
10:11:45	>>		010C
10:11:45	<<		NO DATA
10:11:45	>>		010D
10:11:46	<<		NO DATA
10:11:46	>>		010E
10:11:46	<<		NO DATA
10:11:46	>>		010F
10:11:47	<<		NO DATA
10:11:47	>>		0110
10:11:47	<<		NO DATA
10:11:47	>>		0111
10:11:47	<<		NO DATA
10:11:48	>>		0114
10:11:48	<<		NO DATA
10:11:48	>>		0115
10:11:48	<<		NO DATA
10:11:48	>>		0110
10:11:49	<<		NO DATA
10:11:49	>>		010D
10:11:49	<<		NO DATA
10:11:49	>>		ATRV
10:11:49	<<		14.3V
10:11:53	>>		ATRV
10:11:53	<<		14.3V
10:11:53	>>		ATRV
10:11:53	<<		14.1V
10:11:53	>>		ATRV
10:11:53	<<		14.2V
10:11:53	>>		ATRV
10:11:53	<<		14.0V
10:11:54	>>		ATRV
10:11:54	<<		14.3V
10:11:54	>>		ATRV
10:11:54	<<		14.2V
10:11:54	>>		ATRV
10:11:54	<<		14.0V
10:11:55	>>		ATRV
10:11:55	<<		14.3V
10:11:55	>>		ATRV
10:11:55	<<		14.1V
10:11:55	>>		ATRV
10:11:55	<<		13.9V
10:11:55	>>		ATRV
10:11:55	<<		14.2V
10:11:56	>>		ATRV
10:11:56	<<		14.3V
10:11:56	>>		ATRV
10:11:56	<<		14.3V
10:11:56	>>		ATRV
10:11:56	<<		14.0V
10:11:56	>>		ATRV
10:11:56	<<		14.1V
10:11:57	>>		ATRV
10:11:57	<<		14.0V
10:11:57	>>		ATRV
10:11:57	<<		14.1V
10:11:57	>>		ATRV
10:11:57	<<		14.3V
10:11:57	>>		ATRV
10:11:58	<<		14.3V
10:11:58	>>		ATRV
10:11:58	<<		14.1V
10:11:58	>>		ATRV
10:11:58	<<		14.3V
10:11:58	>>		ATRV
10:11:58	<<		13.9V
10:11:59	>>		ATRV
10:11:59	<<		14.3V
10:11:59	>>		ATRV
10:11:59	<<		14.3V
10:11:59	>>		ATRV
10:11:59	<<		14.2V
10:11:59	>>		ATRV
10:11:59	<<		14.2V
10:12:00	>>		ATRV
10:12:00	<<		14.3V
10:12:00	>>		ATRV
10:12:00	<<		13.9V
10:12:00	>>		ATRV
10:12:00	<<		14.3V
10:12:00	>>		ATRV
10:12:01	<<		14.1V
10:12:01	>>		ATRV
10:12:01	<<		14.0V
10:12:01	>>		ATRV
10:12:01	<<		14.4V
10:12:01	>>		ATRV
10:12:01	<<		14.0V
10:12:02	>>		ATRV
10:12:02	<<		14.1V
10:12:02	>>		ATRV
10:12:02	<<		14.2V
10:12:02	>>		ATRV
10:12:02	<<		14.1V
10:12:02	>>		ATRV
10:12:02	<<		14.4V
10:12:03	>>		ATRV
10:12:03	<<		14.4V
10:12:03	>>		ATRV
10:12:03	<<		14.0V
10:12:03	>>		ATRV
10:12:03	<<		14.2V
10:12:03	>>		ATRV
10:12:04	<<		14.3V
10:12:04	>>		ATRV
10:12:04	<<		14.3V
10:12:04	>>		ATRV
10:12:04	<<		13.9V
10:12:04	>>		ATRV
10:12:04	<<		14.3V
10:12:05	>>		ATRV
10:12:05	<<		14.3V
10:12:05	>>		ATRV
10:12:05	<<		14.3V
10:12:05	>>		ATRV
10:12:05	<<		14.1V
10:12:05	>>		ATRV
10:12:05	<<		14.2V
10:12:06	>>		ATRV
10:12:06	<<		14.2V
10:12:06	>>		ATRV
10:12:06	<<		14.2V
10:12:06	>>		ATRV
10:12:06	<<		14.3V
10:12:06	>>		ATRV
10:12:06	<<		14.3V
10:12:07	>>		ATRV
10:12:07	<<		14.3V
10:12:07	>>		ATRV
10:12:07	<<		14.3V
10:12:07	>>		ATRV
10:12:07	<<		14.3V
10:12:08	>>		ATRV
10:12:08	<<		14.2V
10:12:08	>>		ATRV
10:12:08	<<		14.0V
10:12:08	>>		ATRV
10:12:08	<<		14.1V
10:12:08	>>		ATRV
10:12:08	<<		14.2V
10:12:09	>>		ATRV
10:12:09	<<		14.1V
10:12:09	>>		ATRV
10:12:09	<<		14.3V
10:12:09	>>		ATRV
10:12:09	<<		14.3V
10:12:09	>>		ATRV
10:12:09	<<		14.0V
10:12:10	>>		ATRV
10:12:10	<<		14.2V
10:12:10	>>		ATRV
10:12:10	<<		14.3V
10:12:10	>>		ATRV
10:12:10	<<		14.1V
10:12:10	>>		ATRV
10:12:11	<<		14.1V
10:12:11	>>		ATRV
10:12:11	<<		14.1V
10:12:11	>>		ATRV
10:12:11	<<		14.0V
10:12:11	>>		ATRV
10:12:11	<<		14.2V
10:12:12	>>		ATRV
10:12:12	<<		14.0V
10:12:12	>>		ATRV
10:12:12	<<		14.2V
10:12:12	>>		ATRV
10:12:12	<<		14.0V
10:12:12	>>		ATRV
10:12:12	<<		14.4V
10:12:13	>>		ATRV
10:12:13	<<		14.0V
10:12:13	>>		ATRV
10:12:13	<<		14.0V
10:12:13	>>		ATRV
10:12:13	<<		14.2V
10:12:14	>>		ATRV
10:12:14	<<		14.4V
10:12:14	>>		ATRV
10:12:14	<<		14.1V
10:12:14	>>		ATRV
10:12:14	<<		14.2V
10:12:14	>>		ATRV
10:12:14	<<		14.0V
10:12:15	>>		ATRV
10:12:15	<<		13.9V
10:12:15	>>		ATRV
10:12:15	<<		14.2V
10:12:15	>>		ATRV
10:12:15	<<		14.1V
10:12:15	>>		ATRV
10:12:16	<<		14.3V
10:12:16	>>		ATRV
10:12:16	<<		14.3V
10:12:16	>>		ATRV
10:12:16	<<		14.0V
10:12:16	>>		ATRV
10:12:16	<<		14.3V
10:12:17	>>		ATRV
10:12:17	<<		14.3V
10:12:17	>>		ATRV
10:12:17	<<		14.1V
10:12:17	>>		ATRV
10:12:17	<<		14.2V
10:12:17	>>		ATRV
10:12:17	<<		14.1V
10:12:18	>>		ATRV
10:12:18	<<		14.1V
10:12:18	>>		ATRV
10:12:18	<<		14.0V
10:12:18	>>		ATRV
10:12:18	<<		14.4V
10:12:18	>>		ATRV
10:12:18	<<		14.1V
10:12:19	>>		ATRV
10:12:19	<<		14.2V
10:12:19	>>		ATRV
10:12:19	<<		14.3V
10:12:19	>>		ATRV
10:12:19	<<		14.4V
10:12:19	>>		ATRV
10:12:20	<<		14.3V
10:12:20	>>		ATRV
10:12:20	<<		14.2V
10:12:20	>>		ATRV
10:12:20	<<		14.1V
10:12:20	>>		ATRV
10:12:20	<<		14.3V
10:12:21	>>		ATRV
10:12:21	<<		14.2V
10:12:21	>>		ATRV
10:12:21	<<		14.1V
10:12:21	>>		ATRV
10:12:21	<<		14.1V
10:12:21	>>		ATRV
10:12:21	<<		14.1V
10:12:22	>>		ATRV
10:12:22	<<		14.3V
10:12:22	>>		ATRV
10:12:22	<<		14.1V
10:12:22	>>		ATRV
10:12:22	<<		14.4V
10:12:22	>>		ATRV
10:12:22	<<		14.4V
10:12:23	>>		ATRV
10:12:23	<<		14.1V
10:12:23	>>		ATRV
10:12:23	<<		14.1V
10:12:23	>>		ATRV
10:12:23	<<		14.3V
10:12:23	>>		ATRV
